resp,AGE,CRED,INCOME,MILEAGE,GENDER,MRTGI
0,55,597,50,14.627,0,1
0,52,579,20,17.588,0,0
0,60,587,40,18.947,0,0
0,50,572,40,17.044,0,0
0,64,586,30,11.24,0,1
0,64,555,20,19.541,1,1
1,64,562,20,13.217,0,0
0,64,595,40,3.654,1,0
0,55,566,50,10.879,0,1
0,61,557,40,9.492,1,1
0,60,568,40,11.552,0,NA
0,53,555,40,14.235,1,0
0,55,557,50,13.21,1,0
1,54,560,40,13.842,1,0
0,54,564,40,18.476,1,0
0,59,597,50,7.729,1,NA
0,62,556,40,11.604,0,0
0,52,593,40,14.187,0,0
0,61,582,30,10.415,1,0
0,55,582,50,5.232,1,0
0,53,559,60,14.98,1,0
0,52,593,50,7.635,1,0
0,52,590,60,12.271,1,1
0,63,554,60,16.115,0,1
0,55,584,50,17.106,0,0
0,56,560,40,16.022,0,NA
1,63,563,70,14.274,1,0
0,62,571,20,10.863,1,1
0,59,588,60,12.474,1,0
0,57,550,40,6.471,0,NA
0,55,571,20,13.976,1,NA
0,53,590,40,4.391,1,0
0,62,585,30,15.386,0,1
0,62,556,40,10.459,0,1
0,51,552,20,5.507,0,NA
1,51,585,40,18.958,1,0
0,62,564,20,17.287,1,1
0,50,558,20,18.105,0,0
0,61,583,20,19.288,0,1
0,57,584,40,12.441,0,0
0,60,581,50,13.355,0,1
0,62,552,40,4.444,0,0
0,63,581,50,19.893,1,NA
0,53,554,50,11.097,1,0
0,54,583,20,3.233,0,0
0,60,560,40,16.376,1,0
0,52,592,50,15.083,1,0
0,58,585,20,14.485,1,0
0,50,587,40,19.509,1,0
0,63,560,30,15.465,0,1
0,63,592,30,15.545,1,0
0,57,586,40,8.886,0,0
0,62,587,50,17.1,1,0
0,57,578,40,12.926,1,1
0,59,574,40,12.011,1,1
0,58,574,30,7.806,1,0
0,61,591,30,16.978,1,0
0,60,598,50,11.506,0,1
0,56,558,70,19.082,1,1
0,51,587,40,14.226,1,0
0,63,569,50,8.647,0,1
0,53,567,20,13.281,0,0
0,61,583,40,19.007,1,0
0,64,567,40,16.097,0,0
0,53,584,30,15.165,1,1
0,56,583,40,12.105,0,0
0,64,579,30,19.615,1,1
0,58,571,50,15.309,1,1
1,62,570,50,13.122,1,0
0,59,576,20,19.447,1,0
0,64,567,50,2.527,1,0
0,58,558,50,16.888,1,0
0,63,559,40,8.326,0,0
0,60,582,50,12.099,1,1
1,55,595,40,13.643,0,0
0,60,586,110,18.644,1,0
0,54,589,40,8.32,0,0
1,65,557,40,15.292,1,0
0,54,566,30,2.031,1,0
1,52,558,30,2.529,1,1
0,57,598,60,1.027,1,0
0,51,581,60,19.967,1,0
0,55,584,20,11.588,0,0
0,55,587,110,17.292,1,0
0,59,598,30,5.851,1,1
0,62,564,30,0.744,1,0
0,52,587,50,14.611,1,0
0,54,597,40,13.057,0,NA
0,57,550,30,2.162,1,0
0,54,559,30,10.597,0,0
0,56,555,20,4.615,0,0
0,55,581,70,17.856,1,0
0,61,569,50,12.205,0,0
0,54,557,70,15.982,0,0
0,55,578,60,18.885,0,0
0,59,570,30,15.035,1,1
0,65,595,50,12.033,1,0
0,57,553,40,1.204,0,0
0,59,589,50,11.681,1,1
0,61,554,40,0.206,1,0
0,56,584,50,5.145,1,NA
0,52,598,40,16.81,0,0
0,61,568,30,10.906,0,1
0,61,595,40,6.301,1,1
0,60,578,110,13.019,0,0
0,64,566,50,13.216,1,0
0,63,585,40,15.948,1,1
0,50,590,50,13.493,1,0
0,64,553,30,12.282,1,0
0,59,597,40,5.554,0,0
0,52,568,50,12.922,1,0
0,58,578,30,7.598,1,1
0,58,554,70,9.4,1,0
0,59,589,110,13.433,0,0
0,52,587,110,2.495,0,0
0,58,597,30,6.032,1,1
0,50,562,40,6.6,1,0
0,64,570,50,4.108,0,0
0,65,550,110,11.116,1,0
0,52,579,50,19.835,1,1
0,64,590,60,1.86,0,1
0,56,552,20,17.236,0,0
0,59,562,40,18.985,1,0
0,60,599,50,0.388,1,1
0,54,551,50,8.945,1,0
0,56,567,20,12.979,1,1
0,61,566,40,17.495,1,0
0,51,591,40,4.999,1,1
0,56,566,20,14.8,1,0
0,61,571,50,11.655,1,0
0,54,586,30,14.843,0,1
1,56,570,40,18.352,1,0
0,56,590,40,6.357,0,0
0,64,594,50,11.433,1,0
0,53,555,20,10.419,1,0
0,57,577,40,16.19,1,1
0,60,562,40,15.147,1,0
0,54,563,40,12.733,0,0
1,56,562,40,91.624,1,0
0,56,556,40,16.567,1,1
0,58,578,70,14.275,1,0
0,55,595,50,11.325,1,1
0,58,580,40,10.419,1,1
0,63,558,30,19.674,0,0
0,54,557,40,15.795,0,0
0,61,593,70,4.487,1,0
1,56,579,30,13.739,1,1
0,51,570,30,8.816,0,1
0,60,550,40,1.46,0,0
0,53,555,40,18.719,1,0
0,53,561,50,18.303,1,0
0,61,569,40,0.648,1,1
0,56,552,40,1.864,0,1
0,64,571,50,14.722,0,0
0,55,571,30,12.542,0,0
0,62,589,20,18.537,1,0
0,58,591,40,12.21,1,1
0,59,560,40,13.181,0,1
0,52,557,40,19.957,1,1
0,55,589,40,11.712,1,0
0,52,593,50,17.998,1,NA
0,56,564,40,5.491,1,0
0,52,587,40,8.616,1,1
0,56,567,20,19.704,0,0
0,51,575,60,19,0,1
0,56,572,30,13.479,0,1
0,56,553,40,17.134,1,NA
0,58,597,40,2.222,0,0
0,54,562,50,14.02,0,0
1,60,580,50,13.667,1,0
0,50,576,50,10.707,1,1
0,54,570,30,12.516,0,0
0,51,584,40,11.705,0,0
0,50,569,40,12.693,0,0
0,52,551,20,7.006,1,1
0,62,573,60,18.202,1,0
0,54,566,30,19.379,0,0
0,57,579,40,1.774,0,1
0,62,593,50,8.462,0,1
0,53,569,40,11.136,1,1
0,51,585,50,14.215,0,0
0,58,578,50,3.688,1,0
0,61,577,20,10.407,0,1
0,62,574,30,16.522,0,NA
0,54,554,30,5.6,0,1
0,59,596,30,13.255,1,0
0,52,594,40,13.215,0,0
0,59,563,50,15.627,1,0
0,50,588,40,0.017,0,0
0,51,584,40,17.908,0,1
0,64,561,20,19.502,1,0
0,52,590,40,8.414,1,1
0,62,595,40,7.885,0,NA
0,52,596,20,14.227,0,0
0,63,580,30,13.845,1,1
1,64,591,50,18.94,1,0
0,58,569,50,3.07,1,NA
0,59,565,70,9.917,1,1
0,64,577,110,18.971,1,1
0,63,569,30,12.547,1,NA
0,50,565,50,8.727,1,1
0,56,567,40,14.09,0,0
0,51,578,30,2.824,0,0
0,58,583,40,3.723,1,1
0,52,596,50,14.023,0,0
0,62,575,40,20.763,1,0
1,62,574,40,11.946,1,0
0,62,589,40,16.877,0,1
0,61,568,40,17.723,1,0
0,51,583,20,12.99,0,0
0,53,554,50,1.501,1,1
0,64,595,60,3.866,1,0
1,54,589,40,11.847,0,0
0,56,563,20,7.095,1,NA
0,60,556,30,15.343,0,0
0,61,573,50,0.364,0,NA
0,59,566,40,18.379,1,0
0,51,566,50,13.711,1,0
0,50,583,30,6.922,1,0
0,51,564,30,11.456,0,0
0,52,582,30,10.987,1,0
0,56,588,50,3.709,1,0
0,51,575,50,14.139,1,1
0,58,572,20,19.099,1,1
0,52,552,40,5.254,0,0
0,52,581,40,18.759,0,1
0,62,570,50,11.57,1,1
0,59,562,50,6.47,0,1
1,55,564,20,8.792,1,0
0,61,559,40,10.313,1,1
0,61,570,20,13.822,0,0
0,54,593,30,10.843,0,0
0,57,565,50,19.109,0,1
0,52,590,30,16.796,1,1
0,50,571,50,1.477,0,1
0,64,584,30,5.907,1,0
0,56,562,40,19.282,0,0
0,63,563,40,10.156,1,0
0,60,593,30,11.743,1,1
0,54,572,40,11.461,1,1
0,55,568,30,17.685,1,1
0,51,574,40,1.382,1,0
0,51,582,50,17.8,1,1
0,52,551,30,15.217,0,0
0,62,550,50,15.165,0,0
0,61,586,30,16.236,0,0
0,55,586,40,5.628,1,0
0,58,568,30,14.045,0,NA
0,56,569,20,18.428,1,0
1,63,552,40,2.981,0,1
0,58,597,20,9.403,1,0
0,57,579,50,10.968,1,0
0,52,583,30,17.11,1,1
0,53,574,40,15.197,1,1
0,61,578,30,6.385,1,1
0,53,589,20,14.531,0,1
0,58,582,60,7.541,1,1
0,61,556,40,11.296,0,0
0,60,588,50,3.018,1,NA
0,64,554,40,10.966,0,0
0,58,574,20,11.059,0,0
0,55,556,50,12.096,0,0
0,50,556,50,11.186,1,0
0,55,562,40,13.239,1,0
1,59,592,40,14.985,1,0
0,63,590,50,18.976,0,1
0,59,571,70,12.248,0,1
1,56,587,50,14.45,0,0
0,52,566,40,13.519,1,0
0,50,595,40,19.647,0,1
0,57,553,50,17.961,0,1
0,64,558,50,19.996,0,0
0,58,599,40,19.905,0,NA
0,57,585,40,17.259,0,0
0,62,573,40,15.312,1,1
0,57,568,50,16.584,1,0
0,56,574,40,0.488,0,0
0,50,572,40,19.053,1,0
0,53,577,50,17.855,1,1
0,63,572,40,6.838,1,0
0,51,572,50,13.158,1,0
0,52,558,40,18.523,1,0
0,51,591,40,15.728,1,1
0,59,593,40,6.694,0,0
0,63,584,50,17.913,1,0
0,58,592,40,18.354,0,NA
0,54,563,20,9.635,0,0
1,63,573,30,13.246,1,0
1,63,589,20,13.617,1,0
0,60,596,30,14.715,1,1
0,59,576,30,19.945,1,0
0,60,571,20,17.633,0,0
0,56,577,30,12.012,0,0
0,58,592,20,5.013,1,1
0,59,572,50,15.089,1,1
0,59,593,50,12.024,1,1
0,57,563,20,12.455,1,1
0,54,587,40,7.433,1,0
0,52,551,40,16.344,1,0
0,62,597,70,1.649,1,1
0,53,576,70,5.534,1,0
0,52,593,30,15.353,1,0
0,52,557,20,1.092,0,0
1,57,593,30,7.564,0,0
0,51,555,30,11.513,1,1
0,61,589,70,8.131,1,0
0,53,550,50,14.254,0,0
0,61,595,40,17.28,1,0
0,56,589,40,14.929,1,0
0,64,563,40,12.429,0,0
0,51,572,30,12.001,1,0
0,57,578,30,10.345,1,1
0,55,554,50,15.825,1,1
0,62,568,40,14.89,0,1
0,58,557,50,15.866,1,1
0,63,582,50,11.279,0,NA
0,52,571,70,14.063,1,NA
0,55,583,50,14.258,0,1
0,54,597,40,15.947,0,0
0,52,583,40,16.386,0,1
0,55,568,50,18.504,1,1
0,56,569,30,11.405,1,0
1,62,580,30,9.605,0,0
0,50,563,20,17.743,0,0
0,54,578,40,0.415,0,1
0,62,597,30,5.303,0,0
0,55,587,40,14.639,0,0
0,62,580,50,6.168,0,1
0,62,591,40,18.742,0,0
0,55,569,50,15.251,0,1
0,54,595,30,16.928,1,1
0,62,576,30,11.853,0,0
0,53,589,40,6.736,0,NA
1,60,562,30,17.689,1,0
0,57,566,40,19.183,1,0
0,52,585,60,13.064,0,1
0,60,571,60,4.514,0,0
0,60,583,30,19.016,0,1
0,57,555,40,1.039,1,1
0,55,581,40,10.671,1,0
1,63,582,30,11.981,1,0
0,62,598,50,18.754,0,0
0,61,586,40,12.88,1,1
0,51,589,40,12.525,1,0
0,52,601,40,8.665,1,0
0,52,616,50,19.958,0,0
1,57,626,40,10.073,1,0
0,55,610,30,14.291,0,0
0,58,616,40,2.725,1,1
0,54,633,50,8.029,0,1
0,59,628,30,12.608,0,1
1,63,610,60,16.39,1,1
1,53,632,40,2.591,0,0
0,53,619,30,19.328,0,0
0,53,613,60,9.172,0,1
1,53,604,40,17.566,0,1
0,60,625,40,2.862,1,0
0,60,606,20,15.495,1,0
0,52,628,40,15.383,0,1
1,57,605,30,17.017,0,0
0,51,636,30,9.778,0,1
1,54,636,40,18.928,0,1
0,64,614,40,15.317,1,0
0,60,623,70,15.823,1,0
1,59,619,40,10.129,0,1
0,53,635,20,11.254,0,1
0,54,634,60,0.88,0,0
0,63,619,40,16.628,0,0
1,56,604,50,13.496,0,1
0,50,612,70,0.201,0,1
0,59,631,20,7.536,0,0
0,56,631,30,15.021,1,0
0,60,609,40,14.524,1,0
0,57,632,50,19.307,1,0
0,52,610,110,14.858,0,0
0,54,632,40,16.526,1,0
0,54,636,40,17.644,1,1
0,50,602,40,18.27,0,1
1,62,614,30,12.562,1,0
0,61,616,50,12.089,0,1
0,55,601,40,5.857,1,NA
0,64,616,40,14.083,1,0
1,64,625,20,7.891,1,0
0,53,601,30,18.06,0,0
0,60,626,40,0.019,1,1
0,61,616,50,18.963,0,1
0,53,606,20,22.134,1,1
0,58,629,40,19.495,0,0
0,64,628,40,14.036,1,0
0,63,605,40,27.424,1,1
0,53,621,40,10.991,1,0
1,57,606,50,4.052,1,0
0,63,636,50,10.511,1,0
0,54,618,40,14.444,1,1
0,58,607,60,14.224,1,1
0,51,626,40,14.559,1,0
0,56,624,20,2.034,0,NA
0,53,632,50,13.41,1,0
0,54,605,60,17.667,1,0
0,57,615,50,2.774,0,1
0,61,601,50,8.755,0,1
1,50,603,40,18.373,0,NA
1,56,625,40,8.262,0,0
0,62,621,50,12.545,1,0
0,57,615,30,16.35,1,0
0,57,604,50,3.892,0,0
0,58,622,40,12.799,0,0
0,58,608,40,12.577,1,0
0,52,600,40,16.194,1,0
0,54,633,40,12.466,0,0
0,53,610,40,16.047,0,0
0,62,638,20,12.896,0,1
1,65,613,40,9.089,1,0
0,60,622,40,10.658,0,0
0,55,618,50,14.89,1,0
0,50,603,50,18.474,1,0
1,64,621,40,1.314,0,1
0,62,624,40,12.091,1,1
1,56,625,40,11.668,1,1
0,60,628,30,18.688,0,0
0,62,633,50,8.471,1,1
0,59,636,40,17.931,1,0
0,56,600,20,15.793,1,0
0,61,609,30,0.107,1,0
0,63,606,40,6.132,0,0
0,57,626,20,6.987,1,0
0,63,627,40,12.641,0,0
0,52,632,50,14.725,1,1
0,56,611,40,5.649,0,NA
0,63,631,40,19.899,0,0
0,58,605,40,7.27,0,0
0,57,611,40,12.196,0,1
0,60,619,30,19.478,1,0
0,53,625,50,8.14,1,0
0,64,638,30,1.715,1,0
0,51,602,40,6.284,0,0
0,54,610,60,1.407,0,1
0,59,621,50,0.36,1,0
0,59,622,50,18.006,1,0
0,59,608,20,4.731,0,1
0,60,607,60,1.083,1,1
0,59,618,40,1.941,0,0
0,55,628,110,15.549,1,1
0,62,635,50,13.463,1,0
0,64,613,20,0.251,0,0
0,55,606,40,9.425,1,1
0,60,628,40,13.804,1,0
0,53,612,60,17.982,0,0
0,51,633,70,18.111,1,1
0,61,622,50,13.883,1,1
1,63,638,40,9.119,1,0
0,51,612,50,9.531,1,0
0,61,612,30,4.255,1,0
0,53,603,40,19.998,0,1
0,51,622,50,6.494,0,0
0,55,634,40,11.026,1,1
1,61,619,50,14.709,1,0
0,53,619,40,6.579,1,0
0,52,617,50,15.735,1,0
0,59,622,20,7.26,1,1
0,55,637,40,1.997,0,1
0,64,605,20,0.885,1,1
0,52,615,40,8.287,1,0
0,54,629,40,18.729,1,0
0,57,631,20,12.68,1,0
0,55,615,20,2.23,0,1
0,65,630,50,1.929,1,0
0,55,608,20,12.374,1,0
0,62,613,20,18.285,1,1
0,63,635,40,15.06,1,1
0,60,634,40,13.68,1,1
1,59,609,40,10.824,0,1
0,60,603,40,2.993,0,0
0,59,601,50,0.14,1,0
1,64,638,70,3.398,1,0
0,57,632,50,10.967,1,0
0,58,615,40,9.394,0,NA
0,55,610,60,16.234,1,1
0,65,635,40,6.087,1,0
0,52,604,40,12.406,1,1
0,57,605,20,13.781,1,0
0,64,635,50,13.421,0,1
0,51,620,30,14.811,1,1
0,63,607,30,14.268,1,0
0,51,606,40,5.151,1,0
0,63,600,30,16.903,1,1
0,55,602,50,10.322,1,0
0,61,614,50,14.96,0,0
0,63,603,50,2.828,1,0
0,53,606,30,2.784,0,0
0,52,623,40,13.736,1,0
1,61,605,50,15.139,1,0
1,53,603,30,14.247,0,1
0,61,610,20,7.856,1,NA
0,58,608,20,14.979,1,0
0,59,604,40,6.623,1,0
0,60,629,110,17.587,0,1
0,53,629,40,23.164,1,0
0,58,611,20,6.8,1,1
0,50,638,50,1.917,0,0
0,57,628,40,9.321,0,0
1,60,605,40,9.049,1,NA
0,56,616,50,11.383,1,1
1,65,606,40,10.014,0,0
0,54,617,30,5.938,0,0
0,57,611,30,5.213,0,0
0,58,610,30,15.871,0,0
0,53,613,50,12.779,0,0
1,52,625,40,15.298,1,0
0,58,634,30,7.34,1,0
0,57,619,70,16.101,0,0
0,65,610,30,14.464,0,0
0,59,639,20,18.686,1,0
0,64,607,30,7.196,1,1
0,57,615,40,6.08,1,0
0,55,620,60,14.915,1,0
0,54,634,40,10.247,1,0
0,58,627,30,19.868,0,0
0,51,610,30,16.59,0,0
0,51,615,30,15.911,0,0
0,59,610,30,7.032,0,1
0,56,602,40,19.14,1,0
0,53,605,50,12.24,0,0
1,64,636,40,16.633,0,0
0,55,631,50,17.474,0,0
0,56,627,30,7.374,1,0
1,60,607,40,15.643,1,0
0,63,632,20,17.168,0,0
0,53,622,40,14.957,1,0
0,54,620,20,9.041,1,0
0,58,637,70,19.504,1,0
0,56,622,60,5.649,0,0
0,60,629,40,18.276,1,0
0,64,626,40,16.655,1,NA
0,53,607,20,14.768,1,1
0,63,623,40,18.273,1,0
0,50,631,50,12.852,1,1
0,56,622,30,14.715,0,0
0,62,622,50,1.501,1,0
0,62,619,50,13.227,0,0
0,55,631,30,15.181,0,0
0,65,618,40,10.921,1,1
0,61,604,40,19.051,0,0
0,51,618,20,2.152,1,0
0,58,622,50,13.611,0,1
0,63,634,20,6.153,1,1
0,62,614,40,9.975,1,0
0,65,614,40,10.114,1,0
1,54,618,40,11.698,1,0
0,64,638,40,13.575,0,0
0,59,604,20,5.265,1,1
0,55,611,40,9.107,0,1
0,52,608,50,10.829,0,1
0,52,601,40,0.05,0,0
1,61,612,20,13.485,1,0
0,52,606,40,1.825,1,1
0,60,606,40,13.811,1,0
0,64,636,50,15.665,1,1
0,57,618,40,11.442,1,NA
0,60,616,30,16.187,1,0
0,61,627,110,12.745,0,0
0,58,623,40,18.34,1,1
0,65,617,50,17.182,0,1
0,57,614,50,8.806,1,1
0,59,607,50,9.077,0,0
0,53,620,110,18.513,1,NA
0,63,631,30,18.913,1,0
0,50,637,40,11.618,1,1
0,54,604,60,13.187,1,0
0,61,621,50,17.062,0,1
0,53,626,50,78.072,1,1
0,53,616,50,10.133,1,0
0,53,608,60,1.149,1,NA
0,53,635,30,10.827,1,1
0,61,629,50,11.481,1,0
0,50,606,40,11.198,0,1
0,63,624,40,2.303,1,0
0,58,620,50,13.356,0,1
0,57,618,30,9.464,1,NA
0,62,619,40,2.216,1,1
0,64,625,40,1.15,1,0
0,53,633,50,16.148,0,NA
0,54,632,40,16.628,0,1
0,64,637,40,0.361,1,0
0,56,638,30,17.817,0,0
0,53,626,50,3.977,0,0
0,64,629,20,17.681,0,0
0,59,612,40,14.113,1,0
0,63,638,40,10.511,1,0
1,52,609,40,14.612,1,0
0,56,610,50,9.111,0,NA
0,59,616,40,19.323,1,0
0,55,630,50,12.331,1,0
0,64,615,50,4.475,1,1
0,57,614,20,15.675,0,1
0,57,638,110,11.498,0,0
0,62,621,60,23.676,0,0
0,64,604,30,11.352,1,0
0,62,604,20,13.077,0,0
0,55,603,20,18.779,1,0
0,57,624,40,7.871,1,0
1,54,629,60,16.638,0,0
0,57,611,40,16.11,1,0
0,53,611,40,19.873,0,0
0,52,601,40,17.971,0,0
0,54,614,60,10.808,1,1
0,51,608,40,9.453,0,0
0,62,622,30,7.186,0,NA
0,53,614,40,13.267,1,1
0,53,633,50,6.178,1,1
0,60,617,30,3.745,1,1
0,63,614,70,12.011,1,0
1,59,622,40,7.056,0,0
0,62,632,40,13.845,1,1
0,53,617,30,19.552,1,1
0,50,601,40,16.144,1,0
0,64,615,110,8.529,1,0
0,54,606,20,10.624,1,1
0,65,637,50,0.22,0,0
0,55,602,50,17.132,1,1
0,54,623,20,11.203,0,0
1,54,617,70,14.66,0,0
0,55,616,50,13.842,1,0
0,56,605,20,16.099,0,1
0,51,622,40,14.89,1,0
0,60,615,40,19.088,0,0
0,57,623,20,12.875,1,0
0,58,631,70,18.911,1,1
0,52,616,40,17.364,1,NA
0,62,638,50,4.034,1,NA
0,55,601,40,8.888,0,1
0,52,610,40,11.224,1,1
0,53,620,30,11.457,1,0
0,61,623,40,9.976,0,1
1,50,609,50,16.083,1,1
0,65,616,40,2.53,1,0
0,54,608,40,17.302,1,0
0,61,631,30,10.276,0,0
0,57,602,40,14.074,1,0
0,54,605,40,12.594,0,0
0,55,626,40,19.529,1,0
0,64,620,50,2.28,1,NA
0,53,621,40,11.343,0,0
0,57,602,50,11.838,1,0
0,56,624,40,2.949,1,1
0,58,625,30,8.36,1,0
0,51,606,50,6.923,1,0
0,56,615,50,14.319,1,0
0,55,601,50,16.691,0,0
0,51,621,30,18.598,1,0
0,52,622,60,8.839,0,1
0,63,630,20,14.482,1,0
0,50,629,30,10.451,0,0
0,55,629,40,17.782,1,NA
0,61,622,20,11.14,0,0
0,60,618,50,12.643,1,0
0,58,612,40,11.006,1,0
0,62,606,20,17.745,1,0
0,51,605,20,1.796,1,1
0,59,637,20,9.028,0,1
1,54,612,20,10.627,0,1
0,59,606,110,14.163,0,0
0,58,636,50,0.841,1,1
0,61,608,110,4.505,1,0
0,58,619,50,12.378,0,1
0,65,623,40,16.735,1,0
0,57,636,30,14.256,1,1
0,61,608,50,14.141,1,0
0,59,618,70,14.393,0,1
0,65,634,60,17.61,0,1
0,55,623,30,12.473,0,0
0,58,623,40,8.661,1,0
0,53,611,30,14.386,1,1
0,61,620,20,14.534,0,1
0,62,635,40,17.476,0,0
1,56,616,20,6.871,1,0
0,53,620,40,12.684,0,0
0,59,624,40,9.263,1,0
0,55,638,110,12.13,1,0
1,63,636,30,17.218,1,0
0,64,623,40,19.859,1,0
0,54,629,30,2.381,1,1
0,57,619,40,1.027,0,0
0,63,633,30,3.101,0,1
0,61,629,20,12.615,0,1
0,53,638,40,26.596,0,1
0,52,613,50,18.442,0,1
0,63,634,40,0.577,1,0
0,53,622,40,15.575,1,0
0,51,614,40,3.868,1,0
0,55,621,70,15.208,1,1
0,63,611,70,16.382,1,0
0,64,605,70,13.202,0,NA
0,61,628,50,12.789,0,0
0,64,637,20,11.204,1,1
0,56,604,50,11.06,0,1
0,57,612,20,9.171,1,0
0,52,609,30,2.82,0,0
0,55,601,60,16.829,0,0
0,50,606,40,0.968,1,0
0,56,620,70,4.61,1,1
0,63,616,50,18.288,0,NA
1,53,628,50,18.513,1,1
1,51,625,50,15.622,1,1
0,61,628,40,12.985,1,0
0,60,622,40,16.113,1,0
0,58,613,50,16.661,1,0
0,65,607,40,10.09,1,0
0,57,613,50,1.364,1,0
1,58,638,20,5.626,1,1
0,59,606,20,6.528,1,0
0,60,634,40,3.882,0,0
1,61,616,20,19.522,0,1
1,60,620,40,17.864,1,0
0,57,601,40,0.625,1,0
0,63,627,60,5.976,0,1
0,51,602,50,13.218,1,0
0,61,614,20,10.638,0,1
0,60,611,40,10.246,0,0
0,62,633,70,15.334,1,1
0,61,609,50,15.887,1,0
0,54,626,40,4.187,1,0
0,58,623,40,16.67,1,NA
0,55,613,50,15.87,1,0
0,58,612,40,10.088,1,1
0,57,610,50,16.649,0,0
0,59,606,30,8.768,0,0
0,56,636,50,19.121,1,0
0,58,605,30,12.952,0,0
0,59,600,20,0.391,1,1
0,63,619,40,19.442,1,NA
0,55,605,40,19.89,0,1
0,64,634,40,18.039,1,1
0,62,614,110,12.59,0,NA
0,52,631,30,18.564,1,0
0,64,606,50,3.135,1,1
1,55,635,20,12.276,0,0
1,56,635,40,12.171,1,0
0,60,613,40,13.581,0,0
0,51,632,50,2.627,1,1
0,55,614,110,14.242,1,0
1,61,621,40,11.922,0,0
0,59,618,40,10.357,1,1
1,53,625,40,3.629,0,1
0,54,622,30,3.679,1,0
0,57,623,40,0.696,1,0
0,59,612,30,15.961,0,1
0,58,623,30,2.119,0,0
0,54,625,50,16.693,1,0
1,57,606,20,17.726,0,0
0,56,639,50,13.136,0,0
0,65,605,40,17.189,1,1
0,56,623,40,7.961,1,0
1,51,619,20,11.475,0,0
0,51,628,40,18.791,1,0
0,59,613,30,10.509,0,0
0,54,600,40,16.551,0,0
0,63,610,40,10.66,0,NA
0,62,609,40,15.022,1,0
0,58,617,40,2.179,1,0
0,57,617,40,19.353,0,1
0,52,616,20,9.408,1,1
0,63,624,40,2.039,0,0
0,58,634,40,16.13,1,0
0,53,630,40,11.001,0,1
0,53,614,20,6.729,1,0
0,55,601,30,5.108,0,1
0,59,628,40,15.931,1,0
0,56,633,30,0.456,1,1
0,59,606,30,18.036,1,0
0,57,622,60,5.837,1,0
0,59,608,40,19.982,0,0
1,54,624,40,4.993,0,0
0,57,601,40,16.316,0,0
0,53,617,40,13.338,0,0
0,55,623,30,18.457,0,1
0,58,631,40,13.584,1,0
0,57,615,50,9.247,1,0
0,55,621,40,6.473,0,NA
0,64,626,50,17.713,0,1
0,65,607,50,1.233,1,0
0,51,631,20,16.906,1,1
0,51,607,60,16.286,0,1
0,53,639,40,15.316,1,0
0,61,604,40,15.159,0,0
0,58,627,40,2.755,1,1
0,54,624,30,15.799,1,1
1,59,607,20,10.866,1,0
1,51,636,110,17.702,0,NA
0,64,615,40,18.545,0,0
0,59,622,50,11.456,1,0
0,61,619,30,14.442,1,1
0,53,622,50,15.981,1,0
0,55,610,40,11.705,0,0
0,56,608,20,12.813,1,0
0,62,627,20,16.798,1,NA
0,55,612,40,3.651,0,0
0,52,611,20,14.328,1,NA
0,63,626,40,14.73,1,0
0,58,632,40,14.734,1,0
0,55,608,30,13.813,1,0
0,53,624,50,19.907,1,0
0,61,605,40,10.643,1,1
0,51,613,30,3.278,0,1
0,55,632,40,18.751,0,1
1,57,606,50,10.577,0,0
0,51,636,60,7.707,0,0
0,50,614,50,3.312,0,0
1,53,616,30,1.854,0,0
0,59,631,40,8.36,0,0
0,62,627,40,9.117,1,NA
0,51,635,50,8.908,1,1
0,63,638,30,11.944,1,0
0,63,626,20,2.031,0,0
0,54,618,50,7.079,0,1
0,64,605,50,18.932,1,0
0,64,609,40,7.94,1,0
0,54,603,30,10.942,1,0
1,53,637,50,18.229,0,0
0,56,606,70,0.3,1,0
0,51,610,50,12.039,0,0
0,53,618,20,14.518,0,0
0,57,626,40,2.579,0,1
0,54,620,110,14.319,0,0
0,64,604,40,7.215,1,1
0,57,627,40,11.841,1,0
0,61,629,40,9.233,0,1
1,61,623,40,18.183,1,0
0,58,634,30,11.697,1,NA
0,54,618,30,3.966,1,1
0,59,601,40,14.615,0,0
0,60,604,30,4.458,0,0
0,51,613,40,10.586,0,0
0,53,629,40,0.332,1,0
0,57,612,40,6.35,1,1
0,64,628,50,6.378,0,0
0,59,607,40,18.182,0,0
0,54,634,50,6.737,1,0
1,53,608,50,0.02,1,0
0,62,634,50,0.172,1,NA
0,55,624,40,13.681,0,0
0,53,606,40,3.77,0,0
0,54,623,40,13.935,0,0
1,52,612,30,12.577,0,0
0,54,623,110,7.54,1,0
0,56,603,20,11.129,1,0
0,59,605,40,17.415,1,1
0,59,621,50,17.112,0,0
0,58,620,30,12.94,1,1
0,61,639,50,1.578,0,1
0,55,635,110,18.061,0,0
0,58,629,40,1.87,0,0
0,57,632,60,17.761,1,0
0,53,631,50,16.323,0,0
0,53,605,40,2.821,1,1
0,56,617,50,5.402,1,0
0,58,626,20,13.557,0,1
1,65,605,30,15.529,1,NA
0,64,622,60,1.215,1,0
0,61,605,60,12.93,0,NA
0,50,628,40,17.689,1,1
0,57,601,30,1.898,1,1
0,60,602,40,9.693,0,0
1,65,613,40,9.49,0,0
0,64,622,40,6.828,0,0
0,60,608,50,13.773,1,0
0,58,619,50,17.974,0,0
0,52,637,50,11.877,1,1
0,53,611,60,13.031,1,1
